filename,score,entropy
"The smooth, cool surface of the river rocks were perfect for skipping across the water's surface._00001.png",0.3064,52.3806037902832
"The smooth, cool surface of the river rocks were perfect for skipping across the water's surface._00001.png",0.3064,70.2540512084961
The cylindrical tube was nestled between the rectangular box and the conical funnel._00001.png,0.1803,29.410953521728516
The cylindrical tube was nestled between the rectangular box and the conical funnel._00001.png,0.1803,16.78333282470703
The metallic sphere was nestled between the wooden rectangle and the textured cube._00001.png,0.5956,48.17457962036133
The metallic sphere was nestled between the wooden rectangle and the textured cube._00001.png,0.5956,43.32036590576172
The shiny trophy gleamed on the polished wood and the dusty shelf._00001.png,0.5755,22.00375747680664
The shiny trophy gleamed on the polished wood and the dusty shelf._00001.png,0.5755,34.1595344543457
The white book was on top of the blue shelf._00001.png,0.0242,46.11985778808594
The white book was on top of the blue shelf._00001.png,0.0242,43.6707878112793
"The fluffy, white clouds floated lazily in the blue sky, like cotton candy in a fairytale._00001.png",0.0006,56.054935455322266
"The fluffy, white clouds floated lazily in the blue sky, like cotton candy in a fairytale._00001.png",0.0006,47.6574821472168
The long red scarf draped over the short black jacket._00001.png,0.2109,44.653724670410156
The long red scarf draped over the short black jacket._00001.png,0.2109,66.06836700439453
"The bold, striking contrast of the black and white photograph captured the essence of the moment, a _00001.png",0.0,22.145275115966797
"The bold, striking contrast of the black and white photograph captured the essence of the moment, a _00001.png",0.0,25.717039108276367
The fragrant candle burned on the smooth table and the textured shelf._00001.png,0.4866,48.29294204711914
The fragrant candle burned on the smooth table and the textured shelf._00001.png,0.4866,58.26078796386719
The sweet cotton candy spun on the shiny stick and the rough hands._00001.png,0.0038,26.13581657409668
The sweet cotton candy spun on the shiny stick and the rough hands._00001.png,0.0038,29.56053352355957
The round clock is next to the white picture frame._00002.png,0.5846,63.88142013549805
The round clock is next to the white picture frame._00002.png,0.5846,59.539581298828125
"The smooth, curved lines of the sculpture flowed effortlessly from one form to the next, a beautiful_00002.png",0.5825,43.26028823852539
"The smooth, curved lines of the sculpture flowed effortlessly from one form to the next, a beautiful_00002.png",0.5825,34.67743682861328
The fresh omelet cooked the fluffy eggs and the crisp vegetables._00002.png,0.1968,94.2239990234375
The fresh omelet cooked the fluffy eggs and the crisp vegetables._00002.png,0.1968,124.73085021972656
The soft pillow was on top of the hard rocking chair._00002.png,0.3736,71.3430404663086
The soft pillow was on top of the hard rocking chair._00002.png,0.3736,61.79875564575195
The glossy apple sat next to the fuzzy peach and the prickly pear._00002.png,0.0513,42.98787307739258
The colorful parrot sat next to the sleek black cage._00002.png,0.7128,63.90325927734375
"The bold, dramatic strokes of the painter's brush created a stunning abstract masterpiece, a work of_00002.png",0.1209,53.33564758300781
"The bold, dramatic strokes of the painter's brush created a stunning abstract masterpiece, a work of_00002.png",0.1209,54.51023864746094
"The soft, gentle touch of the therapist's hands provided healing relief to the injured athlete, a th_00002.png",0.0903,65.84786987304688
"The soft, gentle touch of the therapist's hands provided healing relief to the injured athlete, a th_00002.png",0.0903,78.76659393310547
The soft velvet dress draped on the elegant body and the plain hanger._00002.png,0.0241,60.3938102722168
The soft velvet dress draped on the elegant body and the plain hanger._00002.png,0.0241,59.6368408203125
"The bright, glowing embers of the bonfire cast a warm, inviting light, perfect for storytelling._00002.png",0.1225,93.60094451904297
"The bright, glowing embers of the bonfire cast a warm, inviting light, perfect for storytelling._00002.png",0.1225,100.6980972290039
The soft pink pillow leaned against the hard wooden chair._00002.png,0.5329,65.68508911132812
The soft pink pillow leaned against the hard wooden chair._00002.png,0.5329,68.9498519897461
The pink phone case was resting on the white nightstand._00002.png,0.4729,49.940460205078125
The pink phone case was resting on the white nightstand._00002.png,0.4729,59.651668548583984
"The smooth, cool marble floors of the museum echoed with the footsteps of the visitors, as they admi_00002.png",0.0003,66.4056167602539
"The smooth, cool marble floors of the museum echoed with the footsteps of the visitors, as they admi_00002.png",0.0003,64.3240966796875
The soft white snow contrasted with the sharp green pine needles._00002.png,0.3342,64.88030242919922
The soft white snow contrasted with the sharp green pine needles._00002.png,0.3342,63.52438735961914
"The gentle, soothing melody of the piano filled the concert hall, as the pianist's fingers danced ov_00002.png",0.1179,34.081214904785156
"The gentle, soothing melody of the piano filled the concert hall, as the pianist's fingers danced ov_00002.png",0.1179,46.11680603027344
The crisp apple lay beside the rough stone and the silky fabric._00002.png,0.0506,63.668731689453125
The crisp apple lay beside the rough stone and the silky fabric._00002.png,0.0506,87.54569244384766
"The smooth, glossy surface of the lake reflected the fiery colors of the sunset, a serene oasis of t_00002.png",0.062,22.503114700317383
"The smooth, glossy surface of the lake reflected the fiery colors of the sunset, a serene oasis of t_00002.png",0.062,39.672149658203125
The translucent crescent was hovering above the shimmering rhombus and the rough-edged pentagon._00002.png,0.1435,24.39650535583496
The translucent crescent was hovering above the shimmering rhombus and the rough-edged pentagon._00002.png,0.1435,29.396196365356445
The rough brown boots contrasted with the smooth white snow._00002.png,0.6056,74.24662017822266
The rough brown boots contrasted with the smooth white snow._00002.png,0.6056,79.89613342285156
The green plant was on the right of the white window._00002.png,0.7417,51.14189910888672
The green plant was on the right of the white window._00002.png,0.7417,60.28631591796875
The fluffy white cat snuggled up next to the warm brown blanket._00002.png,0.7462,97.3457260131836
The rough brown burlap sack lay next to the smooth white satin ribbon._00002.png,0.101,80.3519058227539
"The gentle, rolling hills of the countryside were a peaceful escape from the hustle and bustle of th_00002.png",0.0002,81.57632446289062
"The gentle, rolling hills of the countryside were a peaceful escape from the hustle and bustle of th_00002.png",0.0002,88.61930084228516
The fluffy white clouds floated above the deep blue sea._00002.png,0.5602,58.0598030090332
The fluffy white clouds floated above the deep blue sea._00002.png,0.5602,82.99079132080078
The sleek bike zoomed down the smooth road and the bumpy trail._00002.png,0.0023,47.76485824584961
The sleek bike zoomed down the smooth road and the bumpy trail._00002.png,0.0023,48.75278854370117
The flickering candle flame danced on the smooth wax and the textured holder._00002.png,0.3368,32.05613708496094
The flickering candle flame danced on the smooth wax and the textured holder._00002.png,0.3368,43.38762664794922
The sharp black cat clawed at the soft red blanket._00002.png,0.2587,46.730125427246094
The sharp black cat clawed at the soft red blanket._00002.png,0.2587,46.88575744628906
The bright yellow banana contrasted with the dull brown apple._00002.png,0.27,43.76279830932617
The bright yellow banana contrasted with the dull brown apple._00002.png,0.27,34.98101043701172
The bright red fire engine sped past the dull grey building._00002.png,0.3438,55.142173767089844
The bright red fire engine sped past the dull grey building._00002.png,0.3438,66.08602905273438
The smooth wooden surface reflected the bright light and the dark shade._00002.png,0.1185,51.81209182739258
The smooth wooden surface reflected the bright light and the dark shade._00002.png,0.1185,43.737098693847656
The blue bowl was on top of the white placemat._00002.png,0.2356,34.36280059814453
The blue bowl was on top of the white placemat._00002.png,0.2356,43.24761199951172
"The cool, refreshing water of the swimming pool was a welcome relief on a hot summer day._00002.png",0.0783,67.61434936523438
"The cool, refreshing water of the swimming pool was a welcome relief on a hot summer day._00002.png",0.0783,32.221431732177734
The square box was next to the circular canister._00002.png,0.7513,37.59951400756836
The square box was next to the circular canister._00002.png,0.7513,36.93552017211914
The red apple was next to the oval plate._00002.png,0.5885,37.23617935180664
The red apple was next to the oval plate._00002.png,0.5885,39.30765914916992
The fluffy white clouds floated above the jagged mountain peaks._00002.png,0.4891,145.31744384765625
The fluffy white clouds floated above the jagged mountain peaks._00002.png,0.4891,140.00027465820312
The smooth purple vase sat next to the tall white candlestick._00002.png,0.4507,41.958885192871094
"The fiery, blazing sun sank below the horizon, painting the sky with a spectrum of orange and red hu_00002.png",0.0761,39.846805572509766
"The glossy, spherical shape of the red apple was a symbol of temptation and healthful eating._00002.png",0.0007,22.393491744995117
"The glossy, spherical shape of the red apple was a symbol of temptation and healthful eating._00002.png",0.0007,30.849740982055664
The sweet berry jam spread on the crunchy toast and the soft butter._00002.png,0.3841,60.32524108886719
The sweet berry jam spread on the crunchy toast and the soft butter._00002.png,0.3841,50.150821685791016
The soft cotton candy melted on the warm tongue and the cool hand._00002.png,0.2331,4.767360687255859
The soft cotton candy melted on the warm tongue and the cool hand._00002.png,0.2331,8.357072830200195
The sleek black sports bike sped past the bright green trees._00002.png,0.0535,52.0330924987793
The sleek black sports bike sped past the bright green trees._00002.png,0.0535,46.628150939941406
"The soft, plush texture of the teddy bear was a comforting companion for the child at bedtime._00002.png",0.0002,47.19188690185547
"The soft, plush texture of the teddy bear was a comforting companion for the child at bedtime._00002.png",0.0002,45.23583984375
The fluffy cat was lying on the soft blanket._00002.png,0.2842,92.16015625
The fluffy cat was lying on the soft blanket._00002.png,0.2842,58.874603271484375
"The smooth, glossy finish of the ceramic vase accentuated the vibrant colors of the flowers, a stunn_00002.png",0.1362,49.301002502441406
"The smooth, glossy finish of the ceramic vase accentuated the vibrant colors of the flowers, a stunn_00002.png",0.1362,31.167667388916016
The striped rug was on top of the tiled floor._00002.png,0.8491,41.45512008666992
The striped rug was on top of the tiled floor._00002.png,0.8491,52.299625396728516
The yellow pencil was next to the blue pen._00002.png,0.6081,35.02948760986328
The yellow pencil was next to the blue pen._00002.png,0.6081,33.07225799560547
The silver laptop was on top of the black desk._00002.png,0.827,45.622047424316406
The silver laptop was on top of the black desk._00002.png,0.827,37.07231521606445
"The smooth, rippled surface of the sand dunes undulated in the desert winds, a shifting landscape of_00002.png",0.4845,70.63237762451172
"The smooth, rippled surface of the sand dunes undulated in the desert winds, a shifting landscape of_00002.png",0.4845,46.92867660522461
The green plant was on top of the wooden shelf._00002.png,0.6098,51.275691986083984
The green plant was on top of the wooden shelf._00002.png,0.6098,52.92913818359375
"The soft, fluffy clouds drifted lazily across the sky, a natural canvas of endless possibilities and_00002.png",0.095,51.578887939453125
"The soft, fluffy clouds drifted lazily across the sky, a natural canvas of endless possibilities and_00002.png",0.095,60.25048065185547
The rectangular mirror was hung above the black dresser._00002.png,0.2772,42.61738967895508
The rectangular mirror was hung above the black dresser._00002.png,0.2772,55.27300262451172
The rectangular mirror was hung above the blue sink._00002.png,0.0264,26.13692283630371
The rectangular mirror was hung above the blue sink._00002.png,0.0264,56.883914947509766
The soft pink petals of the flower contrasted with the rough grey sidewalk._00002.png,0.4271,84.69120025634766
The soft pink petals of the flower contrasted with the rough grey sidewalk._00002.png,0.4271,98.74555206298828
The black phone was resting on the silver charger._00002.png,0.16,32.80333709716797
The black phone was resting on the silver charger._00002.png,0.16,44.19426727294922
The striped rug was on top of the brown carpet._00002.png,0.2606,29.83493423461914
The striped rug was on top of the brown carpet._00002.png,0.2606,45.98193359375
The bright yellow sunflower stood tall next to the soft green grass._00002.png,0.7721,61.3302116394043
The rough prism was nestled between the smooth pyramid and the jagged zigzag._00002.png,0.0042,50.8397331237793
The rough prism was nestled between the smooth pyramid and the jagged zigzag._00002.png,0.0042,71.22268676757812
The smooth silk dress flowed on the curvy body and the straight floor._00002.png,0.0246,52.318016052246094
The smooth silk dress flowed on the curvy body and the straight floor._00002.png,0.0246,51.504581451416016
The soft blanket was on top of the hard armchair._00002.png,0.2544,51.605316162109375
The soft blanket was on top of the hard armchair._00002.png,0.2544,77.49922180175781
"The sharp, crisp crack of the bat hitting the ball signaled a home run, a moment of triumph._00002.png",0.0001,107.64399719238281
"The sharp, crisp crack of the bat hitting the ball signaled a home run, a moment of triumph._00002.png",0.0001,64.7933349609375
The soft blue blanket contrasted with the rough wooden floor._00002.png,0.2427,73.32838439941406
The soft blue blanket contrasted with the rough wooden floor._00002.png,0.2427,91.47689056396484
The iridescent teardrop was nestled between the jagged diamond and the striped sphere._00002.png,0.1666,49.372528076171875
The iridescent teardrop was nestled between the jagged diamond and the striped sphere._00002.png,0.1666,43.12141418457031
The sharp red apple contrasted with the soft green pear._00002.png,0.0998,41.802452087402344
The sharp red apple contrasted with the soft green pear._00002.png,0.0998,32.27910614013672
The flickering fire lit up the cozy room and the dark night sky._00002.png,0.2488,35.355018615722656
The flickering fire lit up the cozy room and the dark night sky._00002.png,0.2488,37.03691101074219
The black headphones were next to the green phone._00002.png,0.4495,62.72489547729492
The black headphones were next to the green phone._00002.png,0.4495,51.70343017578125
The smooth white marble statue stood in front of the rough grey wall._00002.png,0.0399,87.80718231201172
The smooth white marble statue stood in front of the rough grey wall._00002.png,0.0399,78.65045928955078
The bright green grass contrasted with the dull grey pavement._00002.png,0.1786,13.540704727172852
The bright green grass contrasted with the dull grey pavement._00002.png,0.1786,15.856961250305176
"The sharp, pungent aroma of the freshly brewed coffee woke up the senses, a daily ritual of energy a_00002.png",0.0032,40.04533386230469
"The sharp, pungent aroma of the freshly brewed coffee woke up the senses, a daily ritual of energy a_00002.png",0.0032,32.19629669189453
The white cat is lying on the brown sofa._00002.png,0.3395,48.7012825012207
The white cat is lying on the brown sofa._00002.png,0.3395,46.87344741821289
The comfortable armchair embraced the tired body and the hard wooden floor._00002.png,0.0861,61.426124572753906
The comfortable armchair embraced the tired body and the hard wooden floor._00002.png,0.0861,51.803428649902344
The colorful balloons floated near the shiny silver airplane._00002.png,0.7436,58.61503219604492
"The bold, striking patterns of the tiger's stripes blended seamlessly with the dappled light of the _00002.png",0.0152,42.45069122314453
"The bold, striking patterns of the tiger's stripes blended seamlessly with the dappled light of the _00002.png",0.0152,35.55802917480469
The black camera was next to the white tripod._00002.png,0.2697,56.84049606323242
The black camera was next to the white tripod._00002.png,0.2697,49.1097526550293
"The soft, warm glow of the candle created a cozy ambiance, a gentle flicker of light in the darkness_00002.png",0.3196,34.86074447631836
"The soft, warm glow of the candle created a cozy ambiance, a gentle flicker of light in the darkness_00002.png",0.3196,42.58060073852539
The colorful hot air balloon floated near the dark grey storm clouds._00002.png,0.3569,55.56890106201172
The fluffy white cat slept on the warm fuzzy blanket._00002.png,0.849,60.65162658691406
The fluffy white cat slept on the warm fuzzy blanket._00002.png,0.849,76.54132080078125
"The smooth, cool surface of the ice rink was perfect for the graceful figure skater, as she twirled _00002.png",0.7138,91.38062286376953
"The smooth, cool surface of the ice rink was perfect for the graceful figure skater, as she twirled _00002.png",0.7138,84.00421142578125
The striped rug was on top of the wooden floor._00002.png,0.4045,36.72410583496094
The striped rug was on top of the wooden floor._00002.png,0.4045,33.48031234741211
"The sleek, black sports car sped down the winding country road, leaving a trail of dust in its wake._00002.png",0.0924,74.029052734375
"The sleek, black sports car sped down the winding country road, leaving a trail of dust in its wake._00002.png",0.0924,80.89730072021484
The blue mug is on top of the green coaster._00002.png,0.0128,37.074440002441406
The blue mug is on top of the green coaster._00002.png,0.0128,38.04237365722656
The leather wallet was inside the brown purse._00002.png,0.5609,49.91861343383789
The leather wallet was inside the brown purse._00002.png,0.5609,56.20185089111328
"The bold, striking contrast of the black and white photograph captured the essence of the moment, a _00002.png",0.0002,25.552106857299805
"The bold, striking contrast of the black and white photograph captured the essence of the moment, a _00002.png",0.0002,23.885499954223633
The rectangular box was nestled between the cylindrical tube and the conical funnel._00002.png,0.1646,32.93900680541992
The rectangular box was nestled between the cylindrical tube and the conical funnel._00002.png,0.1646,28.59026527404785
The round clock was on the right of the wooden picture frame._00002.png,0.3439,34.90435791015625
The round clock was on the right of the wooden picture frame._00002.png,0.3439,39.37575149536133
The smooth white snow covered the rough brown ground._00002.png,0.019,54.80918884277344
The smooth white snow covered the rough brown ground._00002.png,0.019,49.28310012817383
The blue book was on top of the red bookshelf._00002.png,0.2799,58.995140075683594
The blue book was on top of the red bookshelf._00002.png,0.2799,29.2753849029541
The fragrant candle burned on the smooth table and the textured shelf._00002.png,0.7321,51.47071075439453
The fragrant candle burned on the smooth table and the textured shelf._00002.png,0.7321,74.0191650390625
"The sleek, modern design of the smartphone made it a stylish accessory for the tech-savvy user._00002.png",0.2134,41.743099212646484
"The sleek, modern design of the smartphone made it a stylish accessory for the tech-savvy user._00002.png",0.2134,28.2385311126709
"The smooth, white marble columns supported the grand entrance of the ancient temple, their intricate_00002.png",0.2718,58.896209716796875
"The smooth, white marble columns supported the grand entrance of the ancient temple, their intricate_00002.png",0.2718,64.02596282958984
The jagged zigzag was nestled between the curved line and the smooth curve._00002.png,0.073,26.644634246826172
The jagged zigzag was nestled between the curved line and the smooth curve._00002.png,0.073,25.762704849243164
The oval plate was on top of the square placemat._00002.png,0.4429,34.4689826965332
The oval plate was on top of the square placemat._00002.png,0.4429,33.20257568359375
The striped black and white cat lay next to the soft grey blanket._00002.png,0.6172,55.17325973510742
The comfortable recliner cradled the tired body and the hard floor._00002.png,0.0516,44.551204681396484
The comfortable recliner cradled the tired body and the hard floor._00002.png,0.0516,47.369815826416016
The soft pink blanket draped over the hard wooden chair._00002.png,0.9069,62.036861419677734
The soft pink blanket draped over the hard wooden chair._00002.png,0.9069,45.170570373535156
"The intricate, winding vines of the ivy climbed up the ancient brick wall, a testament to the enduri_00002.png",0.0164,76.67988586425781
"The intricate, winding vines of the ivy climbed up the ancient brick wall, a testament to the enduri_00002.png",0.0164,65.3158950805664
The soft pink rose petal fell onto the rough grey sidewalk._00002.png,0.3078,83.52914428710938
The soft pink rose petal fell onto the rough grey sidewalk._00002.png,0.3078,81.10397338867188
"The silky, flowing fabric of the ballgown swirled around the dancer's feet, as she glided across the_00002.png",0.1074,80.50740051269531
"The silky, flowing fabric of the ballgown swirled around the dancer's feet, as she glided across the_00002.png",0.1074,96.45014953613281
The white mug is on top of the black coaster._00002.png,0.5114,58.00511932373047
The white mug is on top of the black coaster._00002.png,0.5114,60.483489990234375
The sweet cotton candy spun on the shiny stick and the rough hands._00002.png,0.0082,30.75945472717285
The sweet cotton candy spun on the shiny stick and the rough hands._00002.png,0.0082,29.317102432250977
The shiny blue car drove past the dusty brown barn._00002.png,0.2498,71.1869888305664
The shiny blue car drove past the dusty brown barn._00002.png,0.2498,79.38709259033203
The fresh sushi rolled the sticky rice and the tender fish._00002.png,0.5433,67.77731323242188
The fresh sushi rolled the sticky rice and the tender fish._00002.png,0.5433,92.37776184082031
The spiky rectangle was protruding out of the jagged oval and the rounded pentagon._00002.png,0.0238,21.73970603942871
The spiky rectangle was protruding out of the jagged oval and the rounded pentagon._00002.png,0.0238,27.71026039123535
The red umbrella was on top of the white coat rack._00002.png,0.6886,36.0225715637207
The red umbrella was on top of the white coat rack._00002.png,0.6886,36.319252014160156
The warm yellow light shone down on the colorful fruit market._00002.png,0.3186,62.014015197753906
The warm yellow light shone down on the colorful fruit market._00002.png,0.3186,38.134334564208984
The sleek black briefcase sat on the clean white sofa._00002.png,0.2251,49.53816223144531
The sleek black briefcase sat on the clean white sofa._00002.png,0.2251,55.61965560913086
"The rough, gnarled bark of the ancient tree told a story of growth and survival, a witness to the pa_00002.png",0.0001,103.33320617675781
"The rough, gnarled bark of the ancient tree told a story of growth and survival, a witness to the pa_00002.png",0.0001,111.7725601196289
The slimy green frog hopped onto the wet brown lily pad._00002.png,0.1237,35.301822662353516
The slimy green frog hopped onto the wet brown lily pad._00002.png,0.1237,45.79802322387695
"The soft, fluffy clouds drifted lazily across the blue sky, a canvas of endless possibilities and im_00002.png",0.0,32.815914154052734
"The soft, fluffy clouds drifted lazily across the blue sky, a canvas of endless possibilities and im_00002.png",0.0,36.446956634521484
"The soft, warm glow of the candlelight cast a romantic ambiance over the room, a cozy retreat from t_00002.png",0.0218,56.44139862060547
"The soft, warm glow of the candlelight cast a romantic ambiance over the room, a cozy retreat from t_00002.png",0.0218,56.27374267578125
The rough square was nestled between the smooth rectangle and the bumpy sphere._00002.png,0.0249,14.57520580291748
The rough square was nestled between the smooth rectangle and the bumpy sphere._00002.png,0.0249,18.513689041137695
The blue cylinder was balanced on the edge of the yellow hexagon and the green diamond._00002.png,0.0691,22.340835571289062
The blue cylinder was balanced on the edge of the yellow hexagon and the green diamond._00002.png,0.0691,19.339874267578125
The rectangular mirror was hung above the white sink._00002.png,0.8875,46.40843200683594
The rectangular mirror was hung above the white sink._00002.png,0.8875,43.9957275390625
"The smooth, polished surface of the marble countertop gleamed in the sunlight, a luxurious material _00002.png",0.1997,42.33658981323242
"The smooth, polished surface of the marble countertop gleamed in the sunlight, a luxurious material _00002.png",0.1997,36.405494689941406
The orange pyramid was nestled between the pink hemisphere and the yellow cylinder._00002.png,0.0265,27.00747299194336
The orange pyramid was nestled between the pink hemisphere and the yellow cylinder._00002.png,0.0265,24.183687210083008
The sharp blue scissors cut through the thick white paper._00002.png,0.3524,22.30083465576172
The sharp blue scissors cut through the thick white paper._00002.png,0.3524,32.02756881713867
The metallic sphere was nestled between the wooden rectangle and the textured cube._00002.png,0.4284,49.62609100341797
The metallic sphere was nestled between the wooden rectangle and the textured cube._00002.png,0.4284,52.838802337646484
The green diamond was nestled between the blue cylinder and the yellow hexagon._00002.png,0.0207,42.39656066894531
The green diamond was nestled between the blue cylinder and the yellow hexagon._00002.png,0.0207,25.726341247558594
The shiny silver watch lay next to the smooth black leather wallet._00002.png,0.6693,61.364383697509766
The rectangular picture frame was hung above the beige couch._00002.png,0.7899,43.32734298706055
The rectangular picture frame was hung above the beige couch._00002.png,0.7899,34.55769348144531
The blue water bottle was on top of the red backpack._00002.png,0.0635,51.854957580566406
The blue water bottle was on top of the red backpack._00002.png,0.0635,40.69268798828125
"The twisted, gnarled roots of the old oak tree snaked through the rich soil, anchoring it firmly to _00002.png",0.3476,87.82814025878906
"The twisted, gnarled roots of the old oak tree snaked through the rich soil, anchoring it firmly to _00002.png",0.3476,104.89401245117188
The striped rug was next to the beige armchair._00002.png,0.6163,57.396156311035156
The striped rug was next to the beige armchair._00002.png,0.6163,66.33505249023438
"The sharp, angular lines of the skyscrapers jutted up into the sky, a towering testament to human in_00002.png",0.1524,51.375389099121094
"The sharp, angular lines of the skyscrapers jutted up into the sky, a towering testament to human in_00002.png",0.1524,53.70051956176758
The soft blanket draped over the bumpy couch and the hard floor._00002.png,0.3411,64.86620330810547
The soft blanket draped over the bumpy couch and the hard floor._00002.png,0.3411,66.45413208007812
The rough bark scraped against the soft skin and the delicate flower._00002.png,0.0685,47.62276840209961
The rough bark scraped against the soft skin and the delicate flower._00002.png,0.0685,59.15977096557617
The long red scarf draped over the short black jacket._00002.png,0.1565,63.922935485839844
The long red scarf draped over the short black jacket._00002.png,0.1565,70.22195434570312
The hot pink lipstick lay next to the shiny gold compact mirror._00002.png,0.7907,55.10918045043945
The white shirt was on the black hanger._00002.png,0.4932,41.306156158447266
The white shirt was on the black hanger._00002.png,0.4932,47.200706481933594
The golden parallelogram was suspended in mid-air near the matte hexagon and the translucent oval._00002.png,0.0005,41.40702438354492
The juicy red tomato lay next to the ripe orange pepper._00002.png,0.0873,58.155372619628906
The red apple was on top of the black plate._00002.png,0.1754,26.018802642822266
The red apple was on top of the black plate._00002.png,0.1754,26.053598403930664
"The fluffy, white clouds floated lazily in the blue sky, like cotton candy in a fairytale._00002.png",0.0,36.38005447387695
"The fluffy, white clouds floated lazily in the blue sky, like cotton candy in a fairytale._00002.png",0.0,30.037351608276367
The glowing moon rose above the distant hill and the calm sea._00002.png,0.1665,18.9261531829834
The glowing moon rose above the distant hill and the calm sea._00002.png,0.1665,19.602676391601562
The juicy burger sat on the soft bun and the crispy lettuce._00002.png,0.4815,90.55738830566406
The juicy burger sat on the soft bun and the crispy lettuce._00002.png,0.4815,85.24449157714844
The heavy rain poured down on the smooth roof and the rough gutter._00002.png,0.278,66.38207244873047
The heavy rain poured down on the smooth roof and the rough gutter._00002.png,0.278,80.30799865722656
The rectangular mirror was hung above the wooden shelf._00002.png,0.8465,38.41545486450195
The rectangular mirror was hung above the wooden shelf._00002.png,0.8465,58.708499908447266
The crisp white sheet covered the lumpy blue mattress._00002.png,0.1902,59.13774108886719
The crisp white sheet covered the lumpy blue mattress._00002.png,0.1902,72.24440002441406
"The smooth, cool surface of the river rocks were perfect for skipping across the water's surface._00002.png",0.2849,48.96489715576172
"The smooth, cool surface of the river rocks were perfect for skipping across the water's surface._00002.png",0.2849,61.20441818237305
The smooth pebble skipped on the calm water and the choppy waves._00002.png,0.2871,70.57965087890625
The smooth pebble skipped on the calm water and the choppy waves._00002.png,0.2871,47.92634582519531
The shiny silver watch ticked on the rough wooden table._00002.png,0.1013,62.48452377319336
The shiny silver watch ticked on the rough wooden table._00002.png,0.1013,74.7492904663086
The pentagonal pyramid was balanced on the edge of the rough square and the rectangular prism._00002.png,0.0019,36.54768371582031
The pentagonal pyramid was balanced on the edge of the rough square and the rectangular prism._00002.png,0.0019,34.10002136230469
The warm yellow light shone down on the colorful flower bouquet._00002.png,0.7216,17.828346252441406
The warm yellow light shone down on the colorful flower bouquet._00002.png,0.7216,19.200664520263672
The sleek black sports car drove past the bulky grey SUV._00002.png,0.0721,59.7632942199707
The sleek black sports car drove past the bulky grey SUV._00002.png,0.0721,63.60716247558594
The striped rug was next to the wooden bench._00002.png,0.3435,63.309043884277344
The striped rug was next to the wooden bench._00002.png,0.3435,49.36768341064453
The sweet honeycomb dripped on the crunchy toast and the soft cheese._00002.png,0.1022,87.70326232910156
The sweet honeycomb dripped on the crunchy toast and the soft cheese._00002.png,0.1022,71.03678131103516
The warm yellow light shone down on the colorful fall leaves._00002.png,0.8847,133.97930908203125
The warm yellow light shone down on the colorful fall leaves._00002.png,0.8847,120.16332244873047
The graceful swan glided across the calm lake and the reedy marsh._00002.png,0.5154,44.58443069458008
The graceful swan glided across the calm lake and the reedy marsh._00002.png,0.5154,46.165863037109375
"The bold, vibrant colors of the peonies stood out against the lush green foliage, a floral masterpie_00002.png",0.3625,97.63309478759766
"The bold, vibrant colors of the peonies stood out against the lush green foliage, a floral masterpie_00002.png",0.3625,54.48944854736328
The crisp green lettuce lay next to the juicy red tomato._00002.png,0.4368,97.23681640625
"The delicate, intricate web of the spider glistened with dew drops in the early morning light, a mar_00002.png",0.0045,41.89110565185547
"The delicate, intricate web of the spider glistened with dew drops in the early morning light, a mar_00002.png",0.0045,46.989776611328125
"The bold, dynamic brushstrokes of the painting created a vibrant explosion of color and movement, a _00002.png",0.3704,64.96846008300781
"The bold, dynamic brushstrokes of the painting created a vibrant explosion of color and movement, a _00002.png",0.3704,53.510902404785156
The fluffy marshmallow melted over the warm cocoa and the crunchy graham cracker._00002.png,0.8532,77.63970184326172
The fluffy marshmallow melted over the warm cocoa and the crunchy graham cracker._00002.png,0.8532,73.41697692871094
The fuzzy sphere was nestled between the spiky cube and the smooth cylinder._00002.png,0.3047,60.302024841308594
The fuzzy sphere was nestled between the spiky cube and the smooth cylinder._00002.png,0.3047,51.08053970336914
The square book was next to the green notebook._00002.png,0.6753,49.83160400390625
The square book was next to the green notebook._00002.png,0.6753,55.93167495727539
The sleek black cat sat on top of the fluffy white pillow._00002.png,0.5598,39.66899490356445
The striped black and white zebra grazed near the tall green tree._00002.png,0.9049,84.87471008300781
The soft pillow was on top of the wooden chair._00002.png,0.1133,55.95940017700195
The soft pillow was on top of the wooden chair._00002.png,0.1133,40.01420974731445
The smooth black leather jacket hung next to the rugged brown boots._00002.png,0.4393,79.10486602783203
"The intricate, detailed carvings of the stone temple were a testament to the dedication of the ancie_00002.png",0.0193,83.67311096191406
"The intricate, detailed carvings of the stone temple were a testament to the dedication of the ancie_00002.png",0.0193,72.28599548339844
"The tall, elegant giraffes gracefully strode across the savannah, their long necks bending down to n_00002.png",0.4122,85.10261535644531
"The tall, elegant giraffes gracefully strode across the savannah, their long necks bending down to n_00002.png",0.4122,72.74945068359375
The fluffy white clouds floated above the dark grey city skyline._00002.png,0.1907,46.115753173828125
The fluffy white clouds floated above the dark grey city skyline._00002.png,0.1907,70.58464813232422
The smooth cube was nestled between the spherical sapphire and the angular ruby._00002.png,0.0687,28.923429489135742
The smooth cube was nestled between the spherical sapphire and the angular ruby._00002.png,0.0687,29.272640228271484
The flickering candle cast shadows on the smooth wall and the textured rug._00002.png,0.6247,46.430206298828125
The flickering candle cast shadows on the smooth wall and the textured rug._00002.png,0.6247,67.2251968383789
